Long_Desc                                                                    DHA
Mushrooms, white, stir-fried (Agaricus bisporus)                             0.0
Mustard spinach, (tendergreen), raw (Brassica rapa (Perviridis Group))       0.0
Onions, dehydrated flakes                                                    0.0
Onions, cooked, boiled, drained, without salt                                0.0
Onions, raw (Allium cepa)                                                    0.0
Okra, frozen, cooked, boiled, drained, without salt                          0.0
Okra, frozen, unprepared                                                     0.0
Okra, cooked, boiled, drained, without salt                                  0.0
Okra, raw (Abelmoschus esculentus)                                           0.0
Mustard greens, frozen, cooked, boiled, drained, without salt                0.0
Mushrooms, canned, drained solids                                            0.0
Mustard greens, frozen, unprepared                                           0.0
Mustard greens, cooked, boiled, drained, without salt                        0.0
Mustard greens, raw (Brassica juncea)                                        0.0
Mushrooms, shiitake, cooked, without salt                                    0.0
Mushrooms, shiitake, dried (Lentinus edodes)                                 0.0
Mushrooms, shiitake, stir-fried (Lentinus edodes)                            0.0
Mushrooms, brown, italian, or crimini, raw (Agaricus bisporus)               0.0
Jerusalem-artichokes, raw (Helianthus tuberosus)                             0.0
Hyacinth-beans, immature seeds, raw (Dolichos lablab)                        0.0
Drumstick leaves, cooked, boiled, drained, without salt                      0.0
Collards, frozen, chopped, cooked, boiled, drained, without salt             0.0
Corn, sweet, yellow, canned, vacuum pack, regular pack                       0.0
Corn, sweet, yellow, canned, cream style, regular pack                       0.0
Corn, sweet, yellow, canned, whole kernel, drained solids                    0.0
Corn, sweet, yellow, canned, brine pack, regular pack, solids and liqu       0.0
Corn, sweet, yellow, cooked, boiled, drained, without salt                   0.0
Corn, sweet, yellow, raw (Zea mays)                                          0.0
Coriander (cilantro) leaves, raw (Coriandrum sativum)                        0.0
Collards, frozen, chopped, unprepared                                        0.0
Corn, sweet, yellow, frozen, kernels cut off cob, unprepared                 0.0
Collards, cooked, boiled, drained, without salt                              0.0
Collards, raw (Brassica oleracea var. viridis)                               0.0
Chrysanthemum, garland, cooked, boiled, drained, without salt                0.0
Chives, raw (Allium schoenoprasum)                                           0.0
Chicory greens, raw (Cichorium intybus)                                      0.0
Chayote, fruit, cooked, boiled, drained, without salt                        0.0
Chayote, fruit, raw (Sechium edule)                                          0.0
Corn, sweet, yellow, canned, drained solids, rinsed with tap water           0.0
Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, wit       0.0
Ginger root, raw (Zingiber officinale)                                       0.0
Dandelion greens, raw (Taraxacum officinale)                                 0.0
Garlic, raw (Allium sativum)                                                 0.0
Escarole, cooked, boiled, drained, no salt added                             0.0
Endive, raw (Cichorium endivia)                                              0.0
Edamame, frozen, prepared                                                    0.0
Eggplant, cooked, boiled, drained, without salt                              0.0
Eggplant, raw (Solanum melongena)                                            0.0
Dandelion greens, cooked, boiled, drained, without salt                      0.0
Cucumber, peeled, raw                                                        0.0
Corn, yellow, whole kernel, frozen, microwaved                               0.0
Cucumber, with peel, raw (Cucumis sativus)                                   0.0
Cress, garden, cooked, boiled, drained, without salt                         0.0
Cress, garden, raw (Lepidium sativum)                                        0.0
Cowpeas, young pods with seeds, raw (Vigna unguiculata subsp. unguicul       0.0
Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained,        0.0
Cowpeas (blackeyes), immature seeds, frozen, unprepared                      0.0
Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without        0.0
Spices, cardamom (Elettaria cardamomum)                                         
Spices, coriander seed (Coriandrum sativum)                                     
Spices, dill weed, dried (Anethum graveolens)                                   
Spices, fennel seed (Foeniculum vulgare)                                        
Spices, fenugreek seed (Trigonella foenum-graecum)                              
Spices, pepper, white (Piper nigrum)                                            
Spices, savory, ground (Satureja hortensis)                                     
Dill weed, fresh (Anethum graveolens)                                           
Thyme, fresh (Thymus vulgaris)                                                  
Vanilla extract, imitation, alcohol                                             
Rosemary, fresh (Rosmarinus officinalis)                                        
Peppermint, fresh (Mentha x piperita L. nothosubsp. piperita)                   
Spearmint, fresh (Mentha spicata)                                               
Spearmint, dried                                                                
Vinegar, red wine                                                               
Vinegar, balsamic                                                               
PACE, Dry Taco Seasoning Mix                                                    
Seasoning mix, dry, sazon, coriander & annatto                                  
Seasoning mix, dry, taco, original                                              
Seasoning mix, dry, chili, original                                             
Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry                       
Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry                      
Cereals ready-to-eat, rice, puffed, fortified                                   
Cereals ready-to-eat, wheat, puffed, fortified                                  
Cereals, MALT-O-MEAL, chocolate, dry                                            
Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE                          
Cereals, QUAKER, Instant Grits, Butter flavor, dry                              
Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry               
Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry                        
Cereals, QUAKER, hominy grits, white, quick, dry                                
Cereals, QUAKER, hominy grits, white, regular, dry                              
Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, bite siz          
Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice                                  
Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal             
Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal                  
Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch                      
Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS                           
Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS                            
Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran                
Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal                     
Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular               
Cereals ready-to-eat, GENERAL MILLS, RICE CRUNCHINS                             
Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry               
Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry                             
Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry          
Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dr          
Cereals, QUAKER, Instant Grits, Ham 'n' Cheese flavor, dry                      
Cereals, QUAKER, Quick Oats with Iron, Dry                                      
Cereals, QUAKER, Whole Wheat Natural Cereal, dry                                
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Chocolatey Strawber          
Cereals ready-to-eat, KELLOGG'S, FROSTED MINI-WHEATS, Maple & Brown Su          
Cereals ready-to-eat, KASHI ORGANIC PROMISE, STRAWBERRY FIELDS                  
Cereals ready-to-eat, KELLOGG'S, SPECIAL K Protein Plus                         
Cereals ready-to-eat, MALT-O-MEAL, Honey BUZZERS                                
Cereals ready-to-eat, MALT-O-MEAL, HONEY GRAHAM SQUARES                         
Cereals ready-to-eat, MALT-O-MEAL, Blueberry MUFFIN TOPS Cereal                 
Cereals, MALT-O-MEAL, Farina Hot Wheat Cereal, dry                              
Cereals, MALT-O-MEAL, Maple & Brown Sugar Hot Wheat Cereal, dry                 
Cereals ready-to-eat, MOM'S BEST, Honey Nut TOASTY O'S                          
Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS                                  
Cereals, MALT-O-MEAL, original, plain, prepared with water, without sa          
Cereals, MALT-O-MEAL, chocolate, prepared with water, without salt              
Cereals ready-to-eat, KASHI 7 Whole Grain Flakes                                
Cereals ready-to-eat, KASHI ORGANIC PROMISE, CINNAMON HARVEST                   
Cereals ready-to-eat, KELLOGG'S, FROSTED MINI-WHEATS Bite Size Strawbe          
Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal                   
Cereals, KASHI GO LEAN Hot Cereal, Hearty Honey & Cinnamon, dry                 
Cereals, KASHI GO LEAN Hot Cereal, Creamy TRULY VANILLA, dry                    
Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets                               
Cereals, KASHI HEART TO HEART, Instant Oatmeal, Apple Cinnamon, dry             
Cereals, KASHI HEART TO HEART, Instant Oatmeal, golden brown maple, dr          
Incaparina, dry mix (corn and soy flours), unprepared                           
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Low Fat Granola              
Cereals ready-to-eat, KASHI GOLEAN CRISP Toasted Berry Crumble                  
Cereals ready-to-eat, KASHI HEART TO HEART, Warm Cinnamon                       
Cereals ready-to-eat, KASHI ORGANIC PROMISE, ISLAND VANILLA                     
Cereals ready-to-eat, KASHI Berry Blossom                                       
Cereals ready-to-eat, KELLOGG'S SPECIAL K Multigrain Oats and Honey             
Cereals ready-to-eat, KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes             
Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Bite Size Blueberr          
Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch                   
Cereals ready-to-eat, QUAKER, Natural Granola Apple Cranberry Almond            
Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal                     
Cereals ready-to-eat, QUAKER, Cap'n Crunch's OOPS! All Berries Cereal           
Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS LITTLE BITES, choc          
Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple                      
Cereals ready-to-eat, GENERAL MILLS, PEANUT BUTTER TOAST CRUNCH                 
Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar                 
Cereals, QUAKER, Instant Oatmeal Organic, Regular                               
Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors,          
Cereals, QUAKER, Instant Oatmeal, Apple and Cinnamon, reduced sugar             
Cereals ready-to-eat, KASHI INDIGO MORNING                                      
Cereals ready-to-eat, KASHI Simply Maize                                        
Cereals ready-to-eat, KASHI GOLEAN CRISP Cinnamon Crumble                       
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE 80 Calories, Honey Squa          
Cereals ready-to-eat, KELLOGG'S KRAVE chocolate cereal                          
Cereals ready-to-eat, KELLOGG'S RICE KRISPIES, Gluten Free                      
Cereals ready-to-eat, KELLOGG'S KRAVE double chocolate cereal                   
Cereals ready-to-eat, KELLOGG'S FROSTED FLAKES, CHOCO ZUCARITAS                 
Cereals ready-to-eat, KELLOGG'S APPLE JACKS with marshmallows                   
Cereals ready-to-eat, KELLOGG'S CINNAMON JACKS                                  
Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberr          
Cereals ready-to-eat, KASHI ORGANIC PROMISE, Berry Fruitful                     
Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches          
Cereals ready-to-eat, GENERAL MILLS, Cinnamon Burst CHEERIOS                    
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Nutty Clusters & Almon          
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE 80 Calories, Chocolate           
Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS, MEDLEY CRUNCH          
Cereals ready-to-eat, GENERAL MILLS, Dulce De Leche CHEERIOS                    
Cereals ready-to-eat, MALT-O-MEAL, CHOCOLATE MARSHMALLOW MATEYS                 
Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS                     
Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey                      
Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds            
Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS                           
Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS Touch of Fruit in           
Cereals ready-to-eat, GENERAL MILLS, Apple Cinnamon CHEX                        
Cereals ready-to-eat, GENERAL MILLS, FROSTED TOAST CRUNCH                       
Cereals ready-to-eat, CASCADIAN FARM, Cinnamon Crunch                           
Cereals ready-to-eat, GENERAL MILLS, Multi Grain CHEERIOS, Peanut Butt          
Cereals ready-to-eat, CASCADIAN FARM, Multi-Grain Squares                       
Cereals ready-to-eat, CASCADIAN FARM, Honey Nut O's                             
Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal                            
Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar          
Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread                   
Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber                    
Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry                 
Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry                       
Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry                       
Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry                       
Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry                   
Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon                      
Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little b          
Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN, Cinnamon Almond           
Cereals ready-to-eat, KASHI ORGANIC PROMISE, RAISIN VINEYARD                    
Cereals ready-to-eat, KELLOGG'S KRAVE Smores                                    
Cereals ready-to-eat, KELLOGG RAISIN BRAN with Omega-3 from flaxseed            
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Multi-grain                  
Cereals, KELLOGG'S SPECIAL K NOURISH, Cinnamon Raisin Pecan, dry                
Cereals, KELLOGG'S SPECIAL K NOURISH, Cranberry Almond, dry                     
Cereals, KELLOGG'S SPECIAL K NOURISH, Maple Brown Sugar Crunch, dry             
Cereals ready-to-eat, KASHI GOLEAN Vanilla Graham Clusters                      
Cereals ready-to-eat, KELLOGG SCOOBY-DOO! cereal                                
Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolate Almond                      
Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Touch of Fruit in           
Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS                          
Cereals ready-to-eat, KELLOGG'S, SPECIAL K gluten free, touch of brown          
Cereals ready-to-eat, KELLOGG'S, SPECIAL K protein, cinnamon brown sug          
Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN with cranberries           
Apples, dehydrated (low moisture), sulfured, stewed                             
Apples, dried, sulfured, stewed, with added sugar                               
Apples, frozen, unsweetened, unheated                                           
Apples, frozen, unsweetened, heated                                             
Apricots, canned, water pack, without skin, solids and liquids                  
Apricots, canned, extra light syrup pack, with skin, solids and liquid          
Apricots, canned, heavy syrup pack, without skin, solids and liquids            
Apricots, canned, extra heavy syrup pack, without skin, solids and liq          
Apricots, dehydrated (low-moisture), sulfured, uncooked                         
Apricots, dehydrated (low-moisture), sulfured, stewed                           
Apricots, dried, sulfured, stewed, with added sugar                             
Avocados, raw, Florida (Persea americana)                                       
Blueberries, wild, frozen                                                       
Carissa, (natal-plum), raw (Carissa macrocarpa)                                 
Cherries, sour, red, canned, light syrup pack, solids and liquids               
Cherries, sour, red, canned, extra heavy syrup pack, solids and liquid          
Cherries, sweet, canned, extra heavy syrup pack, solids and liquids             
Crabapples, raw (Malus spp.)                                                    
Cranberry-orange relish, canned                                                 
Currants, european black, raw (Ribes nigrum)                                    
Custard-apple, (bullock's-heart), raw (Annona reticulata)                       
Figs, canned, extra heavy syrup pack, solids and liquids                        
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c          
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c          
Fruit salad, (peach and pear and apricot and pineapple and cherry), ca          
Fruit salad, (peach and pear and apricot and pineapple and cherry), ca          
Fruit salad, (peach and pear and apricot and pineapple and cherry), ca          
Fruit salad, (peach and pear and apricot and pineapple and cherry), ca          
Goji berries, dried (Lycium barbarum L.)                                        
Grapefruit, raw, pink and red, California and Arizona (Citrus paradisi          
Grapefruit, raw, white, California (Citrus paradisi)                            
Grapefruit, raw, white, Florida (Citrus paradisi)                               
Grapes, muscadine, raw (Vitis rotundifolia)                                     
Groundcherries, (cape-gooseberries or poha), raw (Physalis spp.)                
Guavas, strawberry, raw (Psidium cattleianum)                                   
Java-plum, (jambolan), raw (Syzygium cumini)                                    
Jujube, raw (Ziziphus jujuba)                                                   
Jujube, Chinese, fresh, dried                                                   
Longans, raw (Dimocarpus longan)                                                
Longans, dried                                                                  
Mangosteen, canned, syrup pack (Garcinia mangostana)                            
Oheloberries, raw (Vaccinium reticulatum)                                       
Oranges, raw, California, valencias (Citrus sinensis)                           
Oranges, raw, navels (Citrus sinensis)                                          
Peaches, canned, extra light syrup, solids and liquids                          
Peaches, canned, extra heavy syrup pack, solids and liquids                     
Peaches, dehydrated (low-moisture), sulfured, uncooked                          
Peaches, dehydrated (low-moisture), sulfured, stewed                            
Pears, canned, extra light syrup pack, solids and liquids                       
Pears, canned, extra heavy syrup pack, solids and liquids                       
Persimmons, japanese, dried                                                     
Persimmons, native, raw (Diospyros virginiana)                                  
Pineapple, canned, extra heavy syrup pack, solids and liquids                   
Pitanga, (surinam-cherry), raw (Eugenia uniflora)                               
Plums, canned, purple, extra heavy syrup pack, solids and liquids               
Prunes, canned, heavy syrup pack, solids and liquids (Prunus domestica          
Prunes, dehydrated (low-moisture), uncooked                                     
Prunes, dehydrated (low-moisture), stewed                                       
Pummelo, raw (Citrus maxima)                                                    
Rambutan, canned, syrup pack (Nephelium lappaceum)                              
Roselle, raw (Hibiscus sabdariffa)                                              
Rose-apples, raw (Syzygium jambos)                                              
Blueberries, wild, canned, heavy syrup, drained                                 
Cherries, sour, canned, water pack, drained                                     
Applesauce, canned, unsweetened, with added ascorbic acid                       
Applesauce, canned, sweetened, with salt                                        
Apricot nectar, canned, with added ascorbic acid                                
Grapefruit juice, pink, raw                                                     
Peach nectar, canned, with added ascorbic acid                                  
Pear nectar, canned, with added ascorbic acid                                   
Apple juice, frozen concentrate, unsweetened, undiluted, with added as          
Apple juice, frozen concentrate, unsweetened, diluted with 3 volume wa          
Pears, raw, bartlett (Pyrus communis)                                           
Pears, raw, red anjou (Pyrus communis)                                          
Pears, raw, bosc (Pyrus communis)                                               
Pears, raw, green anjou (Pyrus communis)                                        
Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY                      
Jackfruit, canned, syrup pack (Artocarpus heterophyllus)                        
Dates, medjool (Phoenix dactylifera)                                            
Durian, raw or frozen (Durio zibethinus)                                        
Prune puree                                                                     
Abiyuch, raw (Crateva religiosa)                                                
Rowal, raw (Pangium edule)                                                      
Pineapple, raw, traditional varieties (Ananas comosus)                          
Pineapple, raw, extra sweet variety (Ananas comosus)                            
USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light sy          
USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light sy          
Clementines, raw (Citrus clementina hort. ex Tanaka)                            
Guava nectar, canned, with added ascorbic acid                                  
Tamarind nectar, canned                                                         
USDA Commodity peaches, canned, light syrup, drained                            
USDA Commodity pears, canned, juice pack, drained                               
USDA Commodity pears, canned, light syrup, drained                              
Nance, canned, syrup, drained                                                   
Nance, frozen, unsweetened (Byrsonima crassifolia (L.) Kunth)                   
Naranjilla (lulo) pulp, frozen, unsweetened (Solanum quitoense Lam.)            
Horned melon (Kiwano) (Cucumis metulifer)                                       
Apples, raw, red delicious, with skin (Malus domestica)                         
Apples, raw, golden delicious, with skin (Malus domestica)                      
Apples, raw, granny smith, with skin (Malus domestica)                          
Apples, raw, gala, with skin (Malus domestica)                                  
Apples, raw, fuji, with skin (Malus domestica)                                  
Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO                                 
Pineapple juice, canned, not from concentrate, unsweetened, with added          
Fruit juice smoothie, NAKED JUICE, BLUE MACHINE                                 
Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST                              
Lemon juice from concentrate, bottled, CONCORD                                  
Cranberry sauce, whole, canned, OCEAN SPRAY                                     
Cranberry sauce, jellied, canned, OCEAN SPRAY                                   
Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRA          
Amaranth leaves, raw (Amaranthus spp.)                                          
Amaranth leaves, cooked, boiled, drained, without salt                          
Arrowhead, raw (Sagittaria latifolia)                                           
Arrowhead, cooked, boiled, drained, without salt                                
Artichokes, (globe or french), frozen, unprepared                               
Balsam-pear (bitter gourd), leafy tips, raw (Momordica charantia)               
Balsam-pear (bitter gourd), pods, raw (Momordica charantia)                     
Bamboo shoots, cooked, boiled, drained, without salt                            
Beans, kidney, mature seeds, sprouted, raw (Phaseolus vulgaris)                 
Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, withou          
Mung beans, mature seeds, sprouted, cooked, stir-fried                          
Beans, navy, mature seeds, sprouted, raw (Phaseolus vulgaris)                   
Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without           
Beans, pinto, immature seeds, frozen, unprepared                                
Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without          
Beans, snap, canned, all styles, seasoned, solids and liquids                   
Beans, snap, green, microwaved                                                  
Broadbeans, immature seeds, raw (Vicia faba)                                    
Broadbeans, immature seeds, cooked, boiled, drained, without salt               
Broccoli, frozen, spears, unprepared                                            
Butterbur, (fuki), raw (Petasites japonicus)                                    
Butterbur, cooked, boiled, drained, without salt                                
Butterbur, canned                                                               
Cabbage, savoy, cooked, boiled, drained, without salt                           
Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt               
Cardoon, raw (Cynara cardunculus)                                               
Cardoon, cooked, boiled, drained, without salt                                  
Celeriac, cooked, boiled, drained, without salt                                 
Celtuce, raw (Lactuca sativa)                                                   
Chicory, witloof, raw (Cichorium intybus)                                       
Chicory roots, raw (Cichorium intybus)                                          
Chrysanthemum, garland, raw (Chrysanthemum coronarium)                          
Corn, sweet, yellow, frozen, kernels on cob, unprepared                         
Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained,           
Corn with red and green peppers, canned, solids and liquids                     
Cornsalad, raw (Valerianella locusta)                                           
Cowpeas (blackeyes), immature seeds, raw (Vigna unguiculata subsp. ung          
Cowpeas, young pods with seeds, cooked, boiled, drained, without salt           
Yardlong bean, raw (Vigna unguiculata subsp. sesquipedalis)                     
Yardlong bean, cooked, boiled, drained, without salt                            
Cowpeas, leafy tips, raw (Vigna unguiculata subsp. unguiculata)                 
Cowpeas, leafy tips, cooked, boiled, drained, without salt                      
Edamame, frozen, unprepared                                                     
Gourd, white-flowered (calabash), raw (Lagenaria siceraria)                     
Gourd, white-flowered (calabash), cooked, boiled, drained, without sal          
Gourd, dishcloth (towelgourd), raw (Luffa aegyptiaca)                           
Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt            
Drumstick leaves, raw (Moringa oleifera)                                        
Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt           
Jew's ear, (pepeao), raw (Auricularia polytricha)                               
Pepeao, dried                                                                   
Jute, potherb, raw (Corchorus olitorius)                                        
Kanpyo, (dried gourd strips)                                                    
Mushrooms, shiitake, raw (Lentinus edodes)                                      
Mushrooms, Chanterelle, raw (Cantharellus californicus or Cantharellus          
Lambsquarters, raw (Chenopodium album)                                          
Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without          
Lentils, sprouted, raw (Lens culinaris)                                         
Lentils, sprouted, cooked, stir-fried, without salt                             
Lotus root, raw (Nelumbo nucifera)                                              
Mountain yam, hawaii, raw (Dioscorea pentaphylla)                               
Mountain yam, hawaii, cooked, steamed, without salt                             
Mushrooms, portabella, raw (Agaricus bisporus)                                  
Mustard spinach, (tendergreen), cooked, boiled, drained, without salt           
New Zealand spinach, raw (Tetragonia tetragonioides)                            
New Zealand spinach, cooked, boiled, drained, without salt                      
Onions, welsh, raw (Allium fistulosum)                                          
Onions, sweet, raw (Allium cepa)                                                
Onion rings, breaded, par fried, frozen, unprepared                             
Parsnips, raw (Pastinaca sativa)                                                
Peas, edible-podded, frozen, unprepared                                         
Peas, green, canned, seasoned, solids and liquids                               
Peas, mature seeds, sprouted, raw                                               
Peas, mature seeds, sprouted, cooked, boiled, drained, without salt             
Peas and carrots, canned, regular pack, solids and liquids                      
Peas and onions, canned, solids and liquids                                     
Peas and onions, frozen, unprepared                                             
Peppers, sweet, green, canned, solids and liquids                               
Peppers, sweet, green, frozen, chopped, unprepared                              
Peppers, sweet, green, frozen, chopped, boiled, drained, without salt           
Pokeberry shoots, (poke), raw (Phytolacca americana)                            
Potatoes, roasted, salt added in processing, frozen, unprepared                 
Potatoes, raw, skin (Solanum tuberosum)                                         
Potatoes, boiled, cooked in skin, skin, without salt                            
Potatoes, microwaved, cooked in skin, flesh, without salt                       
Potatoes, microwaved, cooked in skin, skin, without salt                        
Potatoes, scalloped, home-prepared with butter                                  
Potatoes, au gratin, home-prepared from recipe using butter                     
Potatoes, canned, drained solids                                                
Potatoes, mashed, dehydrated, prepared from granules without milk, who          
Potatoes, au gratin, dry mix, unprepared                                        
Potatoes, au gratin, dry mix, prepared with water, whole milk and butt          
Potatoes, scalloped, dry mix, unprepared                                        
Potatoes, hash brown, frozen, plain, unprepared                                 
Potatoes, hash brown, frozen, with butter sauce, unprepared                     
Potatoes, hash brown, frozen, with butter sauce, prepared                       
Potatoes, o'brien, frozen, unprepared                                           
Potatoes, o'brien, frozen, prepared                                             
Potatoes, frozen, whole, cooked, boiled, drained, without salt                  
Potatoes, french fried, cottage-cut, salt not added in processing, fro          
Potatoes, french fried, cottage-cut, salt not added in processing, fro          
Potatoes, frozen, french fried, par fried, extruded, unprepared                 
Potatoes, frozen, french fried, par fried, extruded, prepared, heated           
USDA Commodity, Potato wedges, frozen                                           
Potatoes, french fried, steak fries, salt added in processing, frozen,          
Potato salad, home-prepared                                                     
Pumpkin flowers, raw (Cucurbita spp.)                                           
Pumpkin leaves, raw (Cucurbita spp.)                                            
Pumpkin pie mix, canned                                                         
Purslane, raw (Portulaca oleracea)                                              
Purslane, cooked, boiled, drained, without salt                                 
Salsify, (vegetable oyster), raw (Tragopogon porrifolius)                       
Sesbania flower, raw (Sesbania spp.)                                            
Sesbania flower, cooked, steamed, without salt                                  
Soybeans, green, raw (Glycine max)                                              
Soybeans, mature seeds, sprouted, raw (Glycine max)                             
Soybeans, mature seeds, sprouted, cooked, stir-fried                            
Squash, summer, zucchini, italian style, canned                                 
Squash, winter, acorn, raw (Cucurbita maxima)                                   
Squash, winter, acorn, cooked, baked, without salt                              
Squash, winter, acorn, cooked, boiled, mashed, without salt                     
Squash, winter, butternut, cooked, baked, without salt                          
Squash, winter, butternut, frozen, cooked, boiled, without salt                 
Squash, winter, spaghetti, raw (Cucurbita spp.)                                 
Succotash, (corn and limas), raw                                                
Succotash, (corn and limas), cooked, boiled, drained, without salt              
Succotash, (corn and limas), canned, with cream style corn                      
Succotash, (corn and limas), frozen, unprepared                                 
Swamp cabbage, (skunk cabbage), raw (Ipomoea aquatica)                          
Sweet potato leaves, raw (Ipomoea batatas)                                      
Sweet potato, canned, mashed                                                    
Sweet potato, frozen, unprepared                                                
Sweet potato, frozen, cooked, baked, without salt                               
Taro leaves, cooked, steamed, without salt                                      
Taro shoots, raw (Colocasia esculenta)                                          
Taro shoots, cooked, without salt                                               
Taro, tahitian, raw (Colocasia esculenta)                                       
Taro, tahitian, cooked, without salt                                            
Tomatoes, red, ripe, canned, with green chilies                                 
Tomato powder                                                                   
Tomato products, canned, sauce, with onions                                     
Tomato products, canned, sauce, with herbs and cheese                           
Tomato products, canned, sauce, with tomato tidbits                             
Turnips, frozen, unprepared                                                     
Turnip greens, canned, solids and liquids                                       
Turnip greens and turnips, frozen, unprepared                                   
Vinespinach, (basella), raw (Basella alba)                                      
Waxgourd, (chinese preserving melon), raw (Benincasa hispida)                   
Winged beans, immature seeds, raw (Psophocarpus tetragonolobus)                 
Winged beans, immature seeds, cooked, boiled, drained, without salt             
Winged bean leaves, raw (Psophocarpus tetragonolobus)                           
Winged bean tuber, raw (Psophocarpus tetragonolobus)                            
Yambean (jicama), cooked, boiled, drained, without salt                         
